id,document,split
a40d0016c3084bfe8901fbb850185785,"
Product ID: B00YE966A6
Title: Tobacco Vanille 100ml by TRiBUTE8
Average Rating: 3.8
Number of Ratings: 32
Features: ['Smooth Oriental', 'Tobacco Leaf', 'Tonka Bean', 'Tobacco Flower']
Description: ['A smooth Oriental, Tobacco Vanille opens immediately with opulent essences of Tobacco Leaf and aromatic spice notes. The heart unfolds with creamy Tonka Bean, Tobacco Flower, Vanilla and Cocoa, and finishes with a dry fruit accord, enriched with Sweet Wood Sap.']
Price: 19.9
Store: TRiBUTE8
Details: {""Brand"": ""TRiBUTE8"", ""Item Form"": ""leaf"", ""Item Volume"": ""100 Milliliters"", ""Scent"": ""Tobacco Vanille"", ""Age Range (Description)"": ""Adult"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.71 x 1.73 x 1.73 inches; 3.88 Ounces"", ""Item model number"": ""TF3"", ""UPC"": ""794168066113 755332567706"", ""Manufacturer"": ""TRiBUTE8""}
Review Text: Smells NOTHING like it. I can’t stand people writing these misleading reviews. It smells nothing like it Great smelling 😁 Amazing stuff. Very intense fragrance but sexy as hell. Smelt Strong  good sweet scent  at the beginning . Ater The scent evaporated. Reccomend this product. Lasts all day easy with a good and attractive smell<br />Thanx I absolutely would not recommend purchasing this. It took nearly 2 months to arrive and when it did arrive it it leaked all over and there was about a half of it left in the bottle. When I put it on it was mostly alcohol very little cologne and once I put on it would last about three hours.  I would recommend going to a certain department store where they have The real stuff and a body spray that cost about $60 and last all day and it's the real stuff it's not the cologne but it's the body spray and it's great.  And if you ask they will give you a small sampler bottle of the real stuff cologne for free. DO NOT WASTE YOUR MONEY ON THIS STUFF!  If I  were able to give it zero stars I would have Scent is fantastic - but I wish it stayed on longer Doesn’t smell like  Tom Ford tobacco vanillie!! This stuff is great! Accidentally ordered two bottles and not upset at all! The real stuff is oil based I don't think this is but regardless still smell almost identical and for $50 as opposed to $300 totally worth it!! Great deal.  Quality product for a very reasonable price.
",train
4fd96fdeb18541f79ca2007e31a85ed5,"
Product ID: B00YJUNPRC
Title: Mary Kay Endless Performance Creme-to-powder Bronze 4
Average Rating: 4.7
Number of Ratings: 12
Features: []
Description: ['Mary Kay Endless Performance Creme-to-powder Bronze 4 from MARYKAY']
Price: 9.98
Store: Marykay
Details: {""Color"": ""Bronze"", ""Brand"": ""Marykay"", ""Finish Type"": ""Matte"", ""Item Form"": ""Powder"", ""Product Benefits"": ""Flawless"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""2.5 x 2.5 x 0.3 inches; 0.35 Ounces"", ""UPC"": ""654469419523"", ""Manufacturer"": ""MARYKAY""}
Review Text: I generally am a powder wearer, but this makes my skin look flawless Great product, color matched. love It was the right color right smoothness and full coverage on face over blemishes and uneven skin tones! Love it so bought many at once
",train
f2b2d30bd6a34a5f84bfecc81e05500b,"
Product ID: B0104DLRR2
Title: Wowlife Silver Tone Floral Fingertip Nail Sharp Claw Jewelry Finger Claw Cosplay Accessories
Average Rating: 4.1
Number of Ratings: 239
Features: ['The Flower designs Nail Armour Rings', 'Length size:8cm, Gender:unisex, Can be adjustable', 'False Nail Claw Paw Finger Ring', 'Womens Belly Dance Gypsy Egyptian Finger Nails Cosplay Halloween accessories', 'PCK Content: 5x Finger Ring']
Description: ['Package Content: 5x Finger Ring']
Price: 8.99
Store: Wowlife
Details: {""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""4.41 x 1.85 x 0.59 inches; 0.32 Ounces"", ""Manufacturer"": ""Wowlife""}
Review Text: Ordered for my Halloween costume, they fit pretty good and I have chubby fingers lol I was shocked when these arrived that they are metal! My daughter put these on her Christmas wish list, so I bought them for her. They look really cool, and they're sturdy! She loves them, and they'll last a long time! Not the best quality rings but they look cook. they also slip off the fingers easily They fall off my fingers all the time, but they are so pretty! Got these for my daughter, they were on her list for Christmas. Showed up right on time, and exactly as pictured. She hasn’t used them yet, but I know she will love them These do what I wanted them to do, and ultimately I'm ordering another set, but the reason I'm doing that is...the sizes are INSANE.  They range from &#34;large&#34; to &#34;tiny&#34; and the tiny ones are PAINFUL.  They're really rigid metal (which is good, because that means they're durable), but they don't fit like they do in the picture.  I have US average woman's sized hands, and couldn't get my thumb in one and couldn't get my pinky in another, but the ones for my other fingers were too large? O_o? Really sturdy! Wore to a convention all weekend and none of the little gems fell off. Would buy again. Beautiful with my Raven Queen costume. I'm not sure where the seller got their measurements, because my fingers supposedly match their measurements and these were huge! I had to add so much hot glue inside them to get them to fit and I still spent the day worried they would fall off. They look cool, but they do not fit. These are ridiculously sized. Thumb fits... all others are way too big for my teenage daughter. She loved the look so I ordered 2 packs of ring sizers and went to work.
",train
f83def9e7b624326a4e90c9134f23966,"
Product ID: B012LNQM2I
Title: Rimmel Wonder'Full Wake Me Up Mascara, Extreme Black [003] 0.37 oz (Pack of 3)
Average Rating: 4.6
Number of Ratings: 33
Features: ['Exclusive formula with Vitamins and Cucumber extract for refreshing look, length and lift', 'Precision brush with soft, lash-hugging fibers smoothly wraps each and every lash', 'Defined, clump free volume', 'Refreshing look, length and lift', '3 Count']
Description: ['The first mascara to give your eyes a refreshing look with awakening volume, length and lift! Precision brush with soft, lash-hugging fibres smoothly wraps each and every lash with clump-free volume. Exclusive formula with vitamins and cucumber extract helps lashes to feel conditioned throughout the day. Exclusive formula with Vitamins and Cucumber extract for refreshing look, length and lift Precision brush with soft, lash-hugging fibers smoothly wraps each and every lash Defined, clump free volume Refreshing look, length and lift 3 Count Exclusive formula with Vitamins and Cucumber extract']
Price: 45.99
Store: Rimmel
Details: {""Color"": ""Black"", ""Brand"": ""Rimmel"", ""Unit Count"": ""1.11 Fl Oz"", ""Package Information"": ""Tube"", ""Coverage"": ""Full"", ""Package Dimensions"": ""9 x 6 x 1 inches; 3.04 Ounces"", ""Manufacturer"": ""Rimmel""}
Review Text: by far the best mascara made. love the fullness it gives without be clumpy My favorite drug store mascara . Competes with the high end mascara . Slot of bang for your buck $ Exactly as described.
",train
7b139e09a5564fb6b510a7c294be1be2,"
Product ID: B012MCRSOY
Title: Wahl Professional #1 1/2, (3/16"") Premium Cutting Guide with Metal Clip - Ensures Smoother, Safer Cutting Experience, Fits All Wahl Vibrator Clippers, Ideal for Barbers and Stylists - Model 3354-1100
Average Rating: 4.8
Number of Ratings: 832
Features: ['PROFESSIONAL PRECISION: From Wahl Professional’s commercial grade line of products, the 3/16” Premium Cutting Guide with Metal Clip (Comb Attachment) is intended for professional use only and is designed to deliver the sharp performance that experts demand', 'RELIABLE AND FUNCTIONAL: Features a metal clip, which ensures the comb’s durability by aligning the teeth to the blade. Its glass and mineral-filled plastic casing glides seamlessly through hair and it provides a more pleasant cutting experience', 'VERSATILE GUIDE COMB: The Wahl Professional 3/16” Premium Cutting Guide with Metal Clip (#3354-1100) works with all Wahl Vibrator Clippers. While comb attachments receive wear and tear through daily use, this comb is designed to last as long as your clippers', 'OTHER COMBS SOLD SEPARATELY: In addition to the 3/16” Premium Cutting Guide with Metal Clip comb, Wahl offers combs in a range of sizes, from 1/8” to 1” (sold separately), all featuring sturdy metal clips and Wahl’s renowned quality. Made in U.S.A.', 'PLEASE NOTE: Due to continuous improvement, the product appearance may slightly vary from the product images on this listing']
Description: ['From Wahl Professional’s commercial grade line of products, the 1 ½” Premium Cutting Guide with Metal Clip is intended for professional use only and is designed to deliver the sharp performance that experts demand. The Wahl Professional 1 ½” Premium Cutting Guide with Metal Clip is the ultimate guide comb. It features a metal clip, which ensures the comb’s durability, aligning the teeth to the blade and preventing haircutting accidents. Its glass and mineral-filled plastic casing glides seamlessly through hair and its rounded comb teeth provide a more pleasant cutting experience than ordinary combs. For your convenience, the Wahl Professional 1 ½” Premium Cutting Guide with Metal Clip works with all Wahl Vibrator Clippers. While combs receive considerable wear and tear through day-to-day use, this comb is designed to last as long as your clippers. In addition to the 1 ½” Premium Cutting Guide with Metal Clip comb, Wahl offers combs in a range of sizes, from 1/8in to 1”, all featuring sturdy metal clips and Wahl’s renowned quality. Leo J. Wahl invented the first hand-held electric clipper back in 1919. He believed in necessary, reasonably priced products that enhanced the lives of everyone who used them. Today, all Wahl products embrace the principles of our founder. We offer reliable, value-priced devices and solutions that protect skin and hair while performing on all skin and hair types.']
Price: 6.37
Store: WAHL
Details: {""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""1 x 1 x 1 inches; 0.32 Ounces"", ""Item model number"": ""WA-3354-1100"", ""UPC"": ""043917100234"", ""Manufacturer"": ""Wahl Professional""}
Review Text: Good Quality, snaps on securely
",train
1ec1320e6e6f45919b4ccd249a868ca5,"
Product ID: B01849RRZO
Title: Colourpop Super Shock Metallic Eyeshadow (DGAF)
Average Rating: 3.6
Number of Ratings: 48
Features: ['DGAF - Multidimensional golden brown', 'Long-wearing creme powder formula', ""Unique bouncy-like texture and It's super creamy"", 'Insanely pigmented and Ultra-glitter finish', 'Cruelty free and Vegan']
Description: ['Revolutionary creme-powder eyeshadow, famous for its unique bouncy texture, delivers bold colour and fine glitter in one swipe without creasing, fading or fallout. Has one swipe intensity with zero fallout.']
Price: 8.5
Store: Colourpop
Details: {""Color"": ""DGAF"", ""Brand"": ""Colourpop"", ""Item Form"": ""Powder"", ""Finish Type"": ""Metallic"", ""Special Feature"": ""Vegan"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""1.5 x 1.5 x 0.9 inches; 0.07 Ounces"", ""Item model number"": ""SG_B01849RRZO_US"", ""UPC"": ""850991006907""}
Review Text: My friend likes it This product is low quality not worth anything Great eye shadow. I really like the simplicity of it yet the shimmers gives a nice touch to my make up. Although, when I received it, it was mushed and scattered up. Much darker color than shown on picture but nice quality eyeshadow. It did not look like what it showed online. It was very light when it came. It look like it was supposed to be darker and that’s what I was expecting I was really disappointed especially since I ordered two. My product arrived broken. I didn't have time to return or find something else since I needed this for a military ball in 2 days. So as seen in the 1st picture I pressed it back together as well as I could.. it was completely crumbled when I opened it but I didn't take a picture since I didn't hesitate for a second to try to fix it.<br />I am upset that I didn't get the product in the way it was promised and for what I paid for. They need to fix however they are handling these shadows and take extra precaution since I know I wasn't the only one received a broken one..<br />Now, as seen in the next 3 images, this is what the shadow looks like on by itself (applied 2 light layers with finger). It's formula is really soft and easy to apply. It looks pretty for a simple everyday look.<br />The last 3 images are what I was able to do in a glam look (less than 5 minutes, ignore my lash not sticking) so, the pigmentation is not as strong as the advertisement makes it seem but it's still a very nice shimmer. There is a different shadow in my inner corner but the rest of the lid is the DGAF on top of regular eyeshadow.<br />I decided to give it 3 stars because of the good formula, the fact it pressed back together so it's still usable, and because you can still get a good look from it, it's a gorgeous color.<br />I would've rated this 5 stars if it wasn't because the product was broken. Shame.<br /><br />Hope this helps.
",train
f7794c9c57204aca8979aef0f8eda1b1,"
Product ID: B019PH787Q
Title: Avenue Chiett Style Super Hard Spiker Wax - 200ml 4.7oz
Average Rating: 4.7
Number of Ratings: 59
Features: ['SUPER STRONG HOLD - Avenue Chiett Spiker Wax holds hair exactly in the style you want with minimum usage. If you are looking for super strong long-lasting wax, this is your ideal wax.', 'MATTE FINISH WITH NO SHINE - Pure matte finish with barely any shine but its natural gloss complete your style.', ""EASY STYLING - Spiker wax is applied smoothly with your light and fast touch. Avenue Chiett Spiker Wax doesn't get dried too quick. So you can create your best style at ease."", 'ATTRACTIVE SCENT - Say goodbye to rubbery smell!', 'EASY WASHING - This professional product is made to be able to easily rinsed out. No sticky residue on your hair.']
Description: ['[Super Hard Spiker Wax]', 'Brand : Avenue Chiett Product : Hair Wax Volume : 200ml (4.7oz) Ingredients : Purified Water, VP/VA Copolymer, Candelilla Wax, Glycerol, Beeswax, Ceteareth-30, Mineral Oil, Glyceryl Stearate, Ceresin Wax, Stearic Acid, Cyclomethicone, Cetearyl Alcohol, Maltitol, Fragrance Supplement, Carbomer, Triethanolamine, Methyl Paraben, Propylparaben,Disodium EDTA, Tocopheryl Acetate', 'Holding : ●●●●● Washing : ●●●●● Shining : ●○○○○ A perfect hold with 3 powerful strengths Professional product for professional hairdressers, salons, barber shops and self hair styling at home', '01Easy and clean wash off Easy hair styling without stickiness. After styling, wax is washed off clean with water without leaving any residue on your hand. 02 Perfect styling Smooth texture without clumping. Slow drying enables quicker and delicate styling. 03 Super strong hold Enjoy all-day-long perfect hair styling that has a stronger, longer and unwavering hold']
Price: 28.99
Store: Avenue Chiett
Details: {""Hair Type"": ""All"", ""Liquid Volume"": ""200 Milliliters"", ""Item Form"": ""Wax"", ""Brand"": ""Avenue Chiett"", ""Number of Items"": ""1"", ""Package Dimensions"": ""7.8 x 2.87 x 1.73 inches; 8.47 Ounces"", ""Item model number"": ""SG_B019PH787Q_US"", ""UPC"": ""755332338214""}
Review Text: It's okay. This is my first time using super hard wax so my comment may lack some credibility, but I wasn't too impressed. Once you style your hair and the wax hardens, there's no more room for improvement. And once hair hardens, I feel like the thinness of the hair is more exposed. And I get scared when I try to brush through my hair because it feels like hair can fall off if I brush hard. I bought it style my longer look but now I'm thinking of cutting my hair short and then using the wax. Again, I never used super hard wax before so my view may be skewed. I've been trying to find the perfect one that can hold my hair, not make it too hard and look natural. This easily holds my hair up in any style. Korean cosmetics/accessories are the best, they really know their stuff. Between this and the pink Gatsby, this one holds better. second time to purchase this wax. i have been use many different brand of wax. this is the only one i use now. very strong hold, and very easy wash it off. My husband is only used it for years.<br /> It doesn't have a strong scent. It's nice. My hair is pretty hard, but it holds  And it’s not shiny.  I really like it.  Bought 3 of them. Great product and seller deliver on time and as presented.  Would definitely buy again My hair always pushed to the front and falls flat, this is strong enough to keep it in place. Be aware it’s 200ml in size so TSA may confiscate if they feel like it. I always use it for my hair. Actually my hair is very thick, hard and curled.<br /><br />This is my favorite wax ever.
",train
80d3d2daa6f946b6afe66822543e1014,"
Product ID: B019TAEA2U
Title: Kadi Natural Braiding Style, Hair Extension, Professional Grade Kanekalon (T1B/33 - Black /Dark Aurburn, BOMB TWIST)
Average Rating: 4.1
Number of Ratings: 13
Features: []
Description: ['Eon aka Kadi Bomb Twist Braiding HairAlso known as a bomb spring twist, it can also use a curly hair weave. The style works best for those who have naturally curly and non-straightened hair. The braiding process itself can take some time, but the style lasts for several months and is relatively low-maintenance.']
Price: 11.5
Store: Kadi Natural
Details: {""Brand"": ""Kadi Natural"", ""Color"": ""Black"", ""Hair Type"": ""Curly"", ""Material Feature"": ""Natural"", ""Installation Type"": ""Weave"", ""Is Discontinued By Manufacturer"": ""No"", ""UPC"": ""794168312852""}
Review Text: love it will buy more Have'nt used hair yet. I hope it works for the bomb twist I want to do.
",train
b310a5b4e52e461293d6fc6a1a3f6de0,"
Product ID: B01AHJY4YQ
Title: Mosher Salon Tools 6.0 Inch Long Ergonomic Handle Scissors
Average Rating: 4.4
Number of Ratings: 261
Features: ['HIGH QUALITY NEW -Handmade 6.0""Long good for Barber/Salon use or home', 'ERGONOMIC HANDLE MOLDED FINGER REST -for smooth easyCutting less stress on hands and back', 'JAPANESE STEEL-handmade hollow ground convex Sharp edges for long lasting sharpness', 'FREE -LEATHER CASE -zips up great for traveling', '-100% SATISFACTION GUARANTEE!-your satisfaction is important to Mosher Salon Tools']
Description: ['Ergonomic Handle with Molded Finger Rest Japanese Steel Handmade Hollow Ground Convex Sharp Edges made with High Quality Japanese Steel for long lasting edges great smooth Sharp Edges Best ergonomic Handle for easy Hair cutting for Less Stress on Hands and Back . Great for beauty students/Stylist/Barbers/Dog -Groomers/and home use .Mosher Salon Tools has been designing Products for stylist-barbers for 20 years and Sharpening for manufactures around the world Our goal is to offer the best Customer Service as possible and the highest quality for a reasonable price Put your trust in Mosher Salon Tools .']
Price: 19.99
Store: Mosher Salon Tools
Details: {""Material"": ""Leather"", ""Brand"": ""Mosher Salon Tools"", ""Blade Material"": ""Stainless Steel"", ""Item Dimensions LxWxH"": ""8.19 x 4.02 x 0.98 inches"", ""Style"": ""Japanese"", ""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""8.19 x 4.02 x 0.98 inches; 0.8 Ounces"", ""Item model number"": ""M60"", ""UPC"": ""641938982688"", ""Manufacturer"": ""Mosher Salon Tools""}
Review Text: Raves from my daughter, a professional hair stylist and her co-workers Perfect good pricing for a product that does a great job for hair cutting. I learned some things when I was looking for hair cutting shears. Mostly that you can pay around $200 for the best ones,used by professionals,and,that you need very sharp scissors or shears to cut or trim hair.<br /><br />I've been trimming and shaping my own hair for a long time and am usually happy with the results,considering too many times,when I would go to a salon to have it cut or shaped or trimmed,they did a job I was almost always disappointed with. I decided a long time ago,if someone was going to screw up my hair,it might as well be me. At least I have a good idea on when to stop cutting it and I actually care what the final result looks like.<br /><br />I also have fine,wavy hair. Not the easiest to cut.<br /><br />I have noticed,and maybe it was from using whatever scissors were around at the time,that sometimes the ends do look a bit frazzled;and in researching shears,I found out that unless the blades are very sharp,the ends can break,or result in split ends. I don't have split ends and never noticed them,except for a long,long time ago when I was a teenager;but,I have used these once to do some light trimming and shaping;with wavy hair you are always shaping,cutting with the wave and not cutting against the wave. And,these shears have produced a nice result. And I don't see the somewhat frazzled or lightningbolt effect at the ends of my hair,that I sometimes get.<br /><br />I've used these just once,I only trim my hair to maintain healthy looking ends,and I did it a few weeks ago,and I like these and I'm glad I looked for something better than &quot;any old scissors&quot; that I have on hand. I am not a professional beautician, but because I cut my own hair I like to use professional tools. After watching a YouTube video, the professional recommended purchasing his Invisiblade shears, but they were much too expensive for me. I went on Amazon to see if I could find a similar pair at a better price and I did. I read the reviews for Mosher Salon Tools Thinning Shear & took a chance on my purchase. I am very glad I did because these shears have a nice weight & they are SHARP. I've used them once so far, but I'll be using them for each of my haircuts in the future. [[VIDEOID:fe56c1c7b2c296937aad5f5e7284457c]] ***As a licensed cosmetologist, I am writing this review from a personal AND professional standpoint****<br /><br />I really like these shears, and think they will work amazingly for a student, or anyone who needs a backup pair. I think its unique and awesome that the company who makes these have specialized in sharpening services for a long time. It definitely shows! They are well made, they are well weighted and the little jewel is a cute accent to the shears. I took the time to make a video to really break down all the pros and cons of these shears, so please take a moment to watch if you'd like an extensive review!<br /><br />I did receive this product at a discount or free, in exchange for an honest review. I strive to provide fellow consumers with the most detailed, unbiased and (hopefully) helpful reviews that I can, believing that allowing a discount to influence a review is a disservice to other shoppers. Therefore, anything contained in this review can be considered my own independent and unbiased thoughts and opinions, that have not been influenced in any way. Awesome shears for our 2 Yorkies. No more $90 grooming bills, yeah! Not very sharp. good quality, sharp, good price I was so impressed with the thinning shears I bought another set of Mosher scissors. Excellent products!!!!
",train
d014f7bceb3c46bcb3253b84075f07ee,"
Product ID: B01C5K7JYM
Title: Technic Highlights Stick Cream Highlighter 7.3g-Bronze
Average Rating: 4.5
Number of Ratings: 16
Features: []
Description: ['This multi-purpose stick can be used on eyes, cheeks, lips and body to give you a sheer shimmer that lasts.  Its unique, creamy formula blends effortlessly to provide gorgeous colour for creating shimmering accents, contours or dynamic highlights on all skin tones.  This illuminating highlighter stick let you create a radiant glow on the go. Available as a bronzer to accentuate your features and illuminate your face.  *Product Image May Slightly Vary In Shade Colour*  Additional Information:- Brand: Technic Condition: Brand New Type: Face Highlighter']
Price: 4.49
Store: nan
Details: {""Item Form"": ""Stick"", ""Finish Type"": ""Shimmery"", ""Skin Tone"": ""All"", ""Unit Count"": ""7.3 Gram"", ""Number of Items"": ""1"", ""Item Weight"": ""0.26 Ounces"", ""UPC"": ""773490325754 778714690816""}
Review Text: This was the first highlighter I've ever bought. At first I had nothing to compare it to so I gave it 4 stars. After using about 6 weeks I bought a new brand. Compared to that one, this is not very pigmented at all. Is difficult to spread and apply like it's dry but once on is actually really greasy. Has very short lived staying power. These are ok for the price I guess. But id rather spend the extra money and avoid the issues with these.
",train
6b76b4961a1f40e18f68179485a0f5d6,"
Product ID: B01F3OX5KO
Title: Colourpop Super Shock Metallic Eyeshadow (Amaze)
Average Rating: 4.3
Number of Ratings: 28
Features: ['Amaze - Peachy gold multi-dimensional', 'Long-wearing creme powder formula', ""Unique bouncy-like texture and It's super creamy"", 'Insanely pigmented and Ultra-glitter finish', 'Cruelty free and Vegan']
Description: ['Revolutionary creme-powder eyeshadow, famous for its unique bouncy texture, delivers bold colour and fine glitter in one swipe without creasing, fading or fallout. Has one swipe intensity with zero fallout.']
Price: 14.5
Store: Colourpop
Details: {""Color"": ""Amaze"", ""Brand"": ""Colourpop"", ""Item Form"": ""Powder"", ""Finish Type"": ""Metallic"", ""Special Feature"": ""Vegan"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""2.01 x 1.65 x 1.5 inches; 0.74 Ounces"", ""Item model number"": ""SG_B01F3OX5KO_US"", ""UPC"": ""851951001703""}
Review Text: A beautiful Shadow from colourpop!!! Greats Great! Last All Day! I like it color doesnt match pic Nice I colored my hair strawberry blonde and I  pretty much wear this eyeshadow every single day and it looks fantastic. The best ever Beautiful color. Exactly what I wanted! A pretty pigmented color that looks lovely when blended with another gold and white shade of shadow I think. It's a little on the pricey side I feel, but we'll see how long the product lasts for before it's gone I guess.
",train
9c932203f1614249b00ff5e15ced6d5c,"
Product ID: B01F6BEV2A
Title: Emjoi Micro-Pedi with Extra Rollers
Average Rating: 4.8
Number of Ratings: 14
Features: ['Micro Pedi Tornado is a super powerful, innovative rechargeable device created to smooth dry, rough and calloused skin on the feet.', 'Unique roller with micro-mineral particles pulverizes dead skin in an instant', 'Groundbreaking device takes the chore out of smoothing skin on the feet', 'Unique roller spins 360 degrees, at an amazing 30 times a second to gently and effectively buff away hard skin', 'Salon quality results at home in seconds!']
Description: ['Included items: Micro-Pedi Tornado Rechargeable Travel pouch Cleaning brush Instruction booklet 2 Regular blue rollers (one preinstalled on unit ) 3 Precision cone rollers (for calluses between toes and in hard to reach areas) 1 Extra gentle roller']
Price: 29.95
Store: Emjoi
Details: {""Brand"": ""Emjoi"", ""Item Dimensions LxWxH"": ""6 x 2.5 x 1 inches"", ""Is Electric"": ""Yes"", ""Item Form"": ""Roller"", ""Unit Count"": ""16.0 Ounce"", ""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""6 x 2.5 x 1 inches; 12.8 Ounces"", ""Item model number"": ""AP-3RP"", ""UPC"": ""655003984064""}
Review Text: Good product, liked it because it is rechargeable, however, it does not have as high RPM as a battery operated one. I've been using the battery operated one for many many years I got tired of the batteries not lasting long or operating as long as they should...Huge improvement would highly recommend A must for anyone who wants smooth skin and perfect toenails. My sister just got one of these Emjoi Micro-Pedis from Amazon, and told me about it. Love it!<br /><br />I have included a photo of my actual feet's results. Note that my &#34;before&#34; is NOT me neglecting my feet. On the contrary, it was taken just days after I spent half an hour on my tiring old razor, Ped-Egg, rasp, pumice stone routine. (And sometimes I would rasp off too much, then it would hurt to walk a few days. Ouch!)<br /><br />This product seems designed to prevent removing too much skin. If you push too hard the machine will basically stop. So, I find it best to let the machine do the work for me, just let it spin and spin, and I only apply gentle pressure…just enough pressure that the spinning slows slightly. It's so easy to use that I can do it almost without looking while watching TV.<br /><br /> I like the extension handle, particularly because it catches the powdered skin that comes out the holes on the device's underside. I just empty it into a small garbage can periodically as I go. The handle also makes it nice to reach around the far side of my foot since I am definitely not a contortionist. Make sure you firmly snap the device under the ridge that holds it into the extension handle: then it holds it nice and snug.<br /><br />Overall, a nice little device. Reasonable price, too. I had seen this demonstrated several years ago, so when I had need for one, I tried it. It takes your old tired rough feet and makes them smooth as a baby's butt. Worth every penny.
",train
3fb5ba12c8ca4e378480ee4752536ebd,"
Product ID: B01FZJ19KA
Title: AJOY 3 Pieces 3 Sizes(Small Medium Large, 2-4 inch) Bun Maker for Hair, Sock Bun Donut for Kids, Ballet Bun Net Girls, Toddler Bun Form Hair, Blonde
Average Rating: 4.5
Number of Ratings: 227
Features: ['BEAUTIFUL & NEAT: It helps you to create a beautiful and neat hairstyle looks stylish and elegant', 'EASY TO USE: To create beautiful hairstyle only a few minutes of time', 'Flexible Elastic and Tight, Can keep your hair up ALL Day', '3 SIZES: Large 3.6-4 in. Medium 2.5-3.5 in. Small 2-2.6 in.', 'ONE by ONE by hand-picked, Flexible products, Manual Measurement, there will be error']
Description: ['AJOY 3 Pieces Hair Bun Maker Donut, Hair Net Ballet Bun Form for Girls and Kids, women and ballerina, Sock Bun Doughnut Shaper, 3 Sizes 2 - 4 Inch, Blonde, help you to create a beautiful and neat hairstyle looks stylish and elegant. Flexible Elastic and Tight, can keep your hair up all day. Create lots of different styles(goody holder crown former, roller sponge shaped stuffer mesh hairnet, beige three mini hairpiece bows mold scrunchie) with this set of 3 sizes bun donuts or share with family. It is Easy to Use and give you the ability to style your hair buns in seconds while saving time and money. To create beautiful hairstyle only a few minutes of time. Simply pull ponytail through hair maker donut and pin hair to achieve the look you want.  3 Sizes: Large 3.6-4 in. Medium 2.5-3.5 in. Small 2-2.6 in. ONE by ONE by hand-picked, Manual Measurement, there will be a little error.']
Price: 8.1
Store: AJOY
Details: {""Color"": ""Yellow"", ""Material"": ""Nylon"", ""Item Form"": ""wraps"", ""Brand"": ""AJOY"", ""Item Dimensions LxWxH"": ""3.9 x 3.4 x 3.4 inches"", ""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""3.9 x 3.4 x 3.4 inches; 1.1 Ounces"", ""UPC"": ""714449936058"", ""Manufacturer"": ""AJOY LLC""}
Review Text: Easy to make buns, for thick OR thin hair Perfect for first responder moms and the littles are perfect for little ballerinas! Mom loves it These are perfect for doing ballerina dance buns for my toddler! did not work for me. Worked really well for ballet recitals. They take a bit of practice but make a nice bun. Works just like they are supposed to. Works well This is a great product for securing and adding volume to an updo. These spongy donuts can be twisted, wound and pinned any way you please. I don't care for ""donut buns"", but I do take these little donut sponges and wind them up into a perfect, immovable, retro bouffant.  My favorite thing about these little donuts is that they are easily penetrated with bobby pins for the sturdiest, easiest updo ever. So much better than the bumpits, pads, scarves  and assorted inserts I wrestled with before finding these. I also like that you get more than one becuase this allows for experimentation- I took one of the donuts and cut it so that it is now one long spongy tube that I use to make the bouffant and beautifully giant French Twist (think Cate Blanchett in The House With a Clock in its Walls). So if you  want your hairdo large and sturdy this is a great choice. Five stars. Fast and easy hair do for my seven year old daughter in the mornings. She loves trying new things with her hair and there are tons of ways to use these magic hair donuts!
",train
