parent_asin,text,main_category,title,average_rating,rating_number,features,description,price,images,videos,store,categories,details,bought_together,subtitle,author
B07S2HKRVM,"Bought in Vegas Works well great value My husband bought this for me with a kit in Las Vegas a few years ago Today I actually use it for the first time in about three years it’s still good I put it on between my eyebrow and above my lip it took it away  ( lines/ wrinkles unbelievable I am amazed  This stuff really works I am glad I kept it! I actually have two of these. Also a 24 karat gold peel face mask and a.m. p.m. day/ night cream Worth every bit of money you pay for it! This is better than seeing a plastic surgeon and getting prescription cream! Which I still have and it truly does not work I am not writing the name of that product down because I’m not about to give bad news for another company is not correct I will just save it for another day like I did this Thank you feneche! Ten years younger—not kidding! Perfect fix for dark under-eye bags. Only takes a wee bit. Still on my first tube purchased in June (now September). I bought this stuff in Vegas the first time. I believe it tightens my skin and gives me a more youthful appearance. es la segunda vez que compro el producto funciona muy bien, la primera vez que probé no fue por Amazon Works well but was told it would last a year and you only need to use it weekly. Used it 5 times and it’s gone. Only lasts about 3 hours not a week.",All Beauty,feneche bee venom instant lifting complex,3.9,16,"[""EYE TIGHTENER: Feneche Bee Venom Instant Lifting Complex is a firming product specially designed to boosts blood circulation, regenerates eye skin cells, reduce the appearance of fine lines and elevate your own skin's collagen growing ability."", 'ULTRA-FIRM: Our instant lifting formula is enriched with powerful botanicals to nourish your skin, help to deliver anti-inflammatory power to protect the skin around the eyes, prevent the visible signs of aging, hydrate, and firm your skin. You can also apply this gel to the affected parts of the skin to clear away impurities.', 'INSTANT MOISTURIZING AND HYDRATING GEL: Helps smooth and tighten the look of the eye zone and restore elasticity for a more youthful appearance. Reduce fine lines, puffiness, wrinkles, eye bags, and dark circles. The anti-wrinkle and moisturizing effect, long-lasting.', ""GENTLE FOR ALL SKIN TYPES: It won't clog pores or irritate skin, ophthalmologist and clinically tested on sensitive skin. Leaves under-eye area feeling deeply refreshed and hydrated. Great for beauty therapists, salons, home use, travel, day, night, carry in a handbag. Perfect to use around eyes, on face, neck, chin, hands, arms, etc"", 'Satisfaction Guaranteed: Your satisfaction is guaranteed. If you have any issues or are unsatisfied with your purchase, please feel free to contact us. We will meet your complaints & fix your issue timely.']","[""Bee Venom is employed to 'trick' the skin into thinking it's been lightly stung. Our lightweight, paraben-free, intensely hydrating, instant lifting complex formulated to reduce the appearance of pores, wrinkles, normalize oil production, and create a protective shield around the eyes, provides an antioxidant defense against environmental pollution. The complex contains bee venom and essential plant extract and vitamins to smooth and calm your eyes. These natural botanicals stimulate your skin to produce collagen and elastin, the building blocks to younger, firmer healthy-looking skin. It's absorbed by your skin and will not clog your pores, enhances collagen, helping to stimulate skin cell regeneration. It refines skin texture and tone instantly, eliminates cell debris, fills wrinkles, reduces sebum levels, and maintains the optimal structure. It is a natural moisturizing gift for the most sensitive skin. Exceptionally lightweight absorbs quickly without leaving any residue making it an ideal way to restore moisture for all skin types. Cucumis Sativa (cucumber) fruit water in the product improves skin radiance and helps reduce the appearance of fine lines. The product is 100% paraben-free, Cruelty-free.""]",68.95,"{'hi_res': ['https://m.media-amazon.com/images/I/51s+aBphDSL._SL1500_.jpg'], 'large': ['https://m.media-amazon.com/images/I/31sgb69FIIL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/31sgb69FIIL._SS40_.jpg'], 'variant': ['MAIN']}","{'title': ['Comparision BENTON Snail Bee Ultimate Serum Plus', 'celimax 72hour moisturizing dual barrier cream', 'Super light texture creates an instant, healthy glassy glow', 'Sanil Bee Video', 'Snail Bee Ultimate Serum'], 'url': ['https://www.amazon.com/vdp/0e16bc73da574bdf898880be1c3f23d0?ref=dp_vse_rvc_0', 'https://www.amazon.com/vdp/02500ae5a7504dd28385bd84a9a8ed51?ref=dp_vse_rvc_1', 'https://www.amazon.com/vdp/06f453fe40cf45f18a42da5903a63890?ref=dp_vse_rvc_2', 'https://www.amazon.com/vdp/9dbc7457b4d14060b88d45faa36d994f?ref=dp_vse_rvc_3', 'https://www.amazon.com/vdp/0501d9a40c6447f28e98de709e5992d6?ref=dp_vse_rvc_4'], 'user_id': ['', '', '', '', '']}",FENECHE,[],"{""Brand"": ""FENECHE"", ""Item Form"": ""Cream"", ""Unit Count"": ""1.00 Ounce"", ""Number of Items"": ""1"", ""Use for"": ""Eyes"", ""Package Dimensions"": ""9.17 x 4.41 x 2.24 inches; 7.05 Ounces""}",,,
B07SJCPZ3D,It’s a weaker version of 21 Bonaparte! I was disappointed- was really expecting something special and exotic but wasn’t.,All Beauty,Jafra Adorisse Night Eau de Parfum The NIght Perfum For Womens,4.3,16,[],['The night begins with your arrival in this intoxicating scent made for the night. Spellbinding notes of Bergamot captivate his senses while the whisper of Neroli and the addictive haze of creamy white chocolate have them hanging on your every word. Linger to the dawn in the beautifully bold Adorisse Night. Eau de Parfum. | 1.7 fl. oz.'],19.99,"{'hi_res': ['https://m.media-amazon.com/images/I/61f4rbdenTL._SL1500_.jpg', 'https://m.media-amazon.com/images/I/61eSX87A2mL._SL1500_.jpg', 'https://m.media-amazon.com/images/I/71mic41pRbL._SL1500_.jpg', 'https://m.media-amazon.com/images/I/61J-BpT1EtL._SL1500_.jpg'], 'large': ['https://m.media-amazon.com/images/I/41CHAjOO21L.jpg', 'https://m.media-amazon.com/images/I/41ifiydbp7L.jpg', 'https://m.media-amazon.com/images/I/51X58wn9yCL.jpg', 'https://m.media-amazon.com/images/I/41TDLHotKNL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/41CHAjOO21L._SS40_.jpg', 'https://m.media-amazon.com/images/I/41ifiydbp7L._SS40_.jpg', 'https://m.media-amazon.com/images/I/51X58wn9yCL._SS40_.jpg', 'https://m.media-amazon.com/images/I/41TDLHotKNL._SS40_.jpg'], 'variant': ['MAIN', 'PT01', 'PT02', 'PT03']}","{'title': [], 'url': [], 'user_id': []}",JAFRA,[],"{""Brand"": ""JAFRA"", ""Item Form"": ""Spray"", ""Item Volume"": ""1.7 Fluid Ounces"", ""Scent"": ""Scent of bergamot, neroli & addictive white chocolate."", ""Age Range (Description)"": ""Teens and adults"", ""Package Dimensions"": ""4.25 x 2.75 x 1.5 inches; 6 Ounces""}",,,
B07SRMXSK5,"I purchased this twice it works on me.it helps my blemishes to fade and whitens skin.thank you This is a very good product to remove dark marks from acne and rashes on light brown skin. It is hard to find and a little pricey but it works good. Ok ITS NOT THE SAME PRODUCT AS IT USED TO BE! Make me feel beautiful For me I see the effect in 3days. I was surprised how this cheap products works wonders! It lightens my face but be watchful with kojic soap it will peak the heck out of your face. Don’t leave it too long! Not good idea, the only reason why I knocked 1 star out is the 2 little things for night and day cream! It will ran out  first before your done with the said treatment; please send me more of those 2 for free and I can give you  5 star! Make skin so soft and no pink face I just love this product 😍",All Beauty,Prestige International Rejuvenating Plus Set,4.1,262,"['Effective January 21, 2021: Due to high volume demand of Prestige Intenational products, we are facing shortage of the production of the original jar. That is why we temporarily decided to use a different smaller cream jar. Size is smaller but still contain 10g. This is to ssure a continuos supply of Prestige International Products. - Prestige International Main Office', 'You may receive a set with the original jars or the temporary jars depending on stock availablity.']","['PLEASE NOTE THAT the packaging appearance of the item may not be exactly the same as shown in the pictures as the manufacturer may change the look of the packaging every now and then; but rest assured item is authentic and are the same.', 'SAFETY:', 'Before use, perform a SPOT TEST to test for sensitivity as follows: Apply or rub products to a patch of skin on the inner, lower arm. Rub it in and allow it to dry on the skin. Do not wash that area of the skin for at least 24 hours; watch for signs of reaction. If rash, burning, tingling, or inflammation occur, immediately remove the product from skin and discontinue all further use.', 'WE DO NOT GUARANTEE RESULTS. RESULTS AND SKIN REACTIONS VARY FROM PERSON TO PERSON.']",17.97,"{'hi_res': ['https://m.media-amazon.com/images/I/610UqluOGxL._SL1000_.jpg', 'https://m.media-amazon.com/images/I/51GHwRJJWgL._SL1000_.jpg', 'https://m.media-amazon.com/images/I/51H2AJwVf8L._SL1000_.jpg', None], 'large': ['https://m.media-amazon.com/images/I/51ydTLw1n1L.jpg', 'https://m.media-amazon.com/images/I/412O4Cxan1L.jpg', 'https://m.media-amazon.com/images/I/41Lxig80gzL.jpg', 'https://m.media-amazon.com/images/I/51LhJVS+L8L.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/51ydTLw1n1L._SS40_.jpg', 'https://m.media-amazon.com/images/I/412O4Cxan1L._SS40_.jpg', 'https://m.media-amazon.com/images/I/41Lxig80gzL._SS40_.jpg', 'https://m.media-amazon.com/images/I/51LhJVS+L8L._SS40_.jpg'], 'variant': ['MAIN', 'PT01', 'PT02', 'PT03']}","{'title': [' Brilliant sunblock sachet  anti aging formula'], 'url': ['https://www.amazon.com/vdp/022d8bb754144e2497f2407dbb86552f?ref=dp_vse_rvc_0'], 'user_id': ['']}",Prestige International,[],"{""Package Dimensions"": ""6.25 x 4.8 x 1.5 inches; 11.22 Ounces"", ""UPC"": ""615499572039""}",,,
B07SSFL9T5,I love Canmake!! This is so pretty and can be used for every day makeup. I thought it would be bigger but that's ok. It’s too expensive  for that little amount,All Beauty,CANMAKE Powder Cheeks PW43 Coral Hologram 4g,4.0,31,[],"['Cheeks glimmering with light-polarizing pearl Coral♥ for the ultimate luster! PW43 Coral Hologram Pearl Type Coral with alluring light-polarizing pearl Smooth and moist oil in cheek Oil-In-Base Formula ● Contains fresh moisturize powder, which makes your skin moisturize with smooth and silky texture. Formulation designed to cling to your cheeks!!! ● Contains a long-lasting effect powder you can be sure your cheeks will keep looking soft and cute, absorbing extra sebum. Contains 8 types of beautifying and moisturizing agents ♡ Hyaluronic acid, glycerin, ectoin, squalane, grapeseed oil, honey, royal jelly extract, and apple fruit extract']",10.0,"{'hi_res': [None, None, None, None, None], 'large': ['https://m.media-amazon.com/images/I/51guEKGnHoL.jpg', 'https://m.media-amazon.com/images/I/41NPs5lD7kL.jpg', 'https://m.media-amazon.com/images/I/41fZjrqfpfL.jpg', 'https://m.media-amazon.com/images/I/31kC74GyhRL.jpg', 'https://m.media-amazon.com/images/I/41NLBPagW4L.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/51guEKGnHoL._SS40_.jpg', 'https://m.media-amazon.com/images/I/41NPs5lD7kL._SS40_.jpg', 'https://m.media-amazon.com/images/I/41fZjrqfpfL._SS40_.jpg', 'https://m.media-amazon.com/images/I/31kC74GyhRL._SS40_.jpg', 'https://m.media-amazon.com/images/I/41NLBPagW4L._SS40_.jpg'], 'variant': ['MAIN', 'PT01', 'PT02', 'PT03', 'PT04']}","{'title': [], 'url': [], 'user_id': []}",CANMAKE,[],"{""Brand"": ""CANMAKE"", ""Item Form"": ""Powder"", ""Finish Type"": ""Matte"", ""Coverage"": ""Light"", ""Skin Tone"": ""All"", ""Product Dimensions"": ""2.01 x 1.97 x 0.43 inches; 0.14 Ounces""}",,,
B07SY84DPP,"They stick very well and very good quality! This product was disappointing. I know they are for kids, but these nails fell off as soon as I applied them. Very bad quality and never buying again.",All Beauty,False Nails for Kids 24 Pcs Press On Girls Fake Nails Tips Watermenlon Pattern,3.8,112,"['1.Press on false nails, safety and easy to use for kids', '2.10 different sizes, 24 pcs nails. Suitable for kids that at different ages.', '3.Cute designs and single plastic box, could be given as a gift.', '4.Help kids to find funny from DIY nails.', '5.Recommended age: age 7 and above.']","['♥ VIVI TELLA♥\xa0specialized in nail art manicure products, including professional fake nails, nail tips, nail files, press on nails for kids, toe, Halloween, Christmas and so on. Over 16 Years focus on nail art products development and provide the best quality, latest designs and intimate service.', '➤ You could visit our store to find that you like. It’s never too late to improve your nail health with Vivid Tella.', '♡ Nail Tips:', 'We have developed nearly 100 types of tips to suit various needs. Half cover or full cover. Transparent, natural or white. Coffin, almond, stiletto, ballerina, square, oval, rounded or more.', '♡ Nail Files:', 'Different grit with various nail art functions. Shorten or smooth the edges of your nails. Remove nail gel in your extended or acrylic nails. Regular use strengthens and hardens nails allowing you to grow and maintain long, healthy and beautiful nails.', '♡ Press on Nails:', 'We offered the pre-glued nails, nails with adhesive sticker and nails without any adhesive accessories( you could get glue to use it).', '｛Remove Tips｝', 'Adhesive Tabs: Put your nails in warm water for 2 minutes and adhesive tabs can be removed easier.', 'Nail Glue: Use nail remover. Never break or pull replacement nails off. This may damage your natural nails.', '✈\xa0They are great for both professional nail specialist or nail art learner, suitable for nail salons and DIY nail art at home, wonderful gift for your wife, girlfriend, mother or sisters, and excellent for Wedding/Halloween/Christmas/Parties/Costume ball/etc.', '✉ Any questions during purchase and use, here are the most intimate services waiting for you.']",7.42,"{'hi_res': ['https://m.media-amazon.com/images/I/61-Xykj8JXL._SL1500_.jpg', 'https://m.media-amazon.com/images/I/716HdZVh8eL._SL1500_.jpg', 'https://m.media-amazon.com/images/I/71xd8tVqH5L._SL1500_.jpg', 'https://m.media-amazon.com/images/I/61sK2k3j-mL._SL1500_.jpg', 'https://m.media-amazon.com/images/I/71jv2Pkky1L._SL1500_.jpg', 'https://m.media-amazon.com/images/I/71voVhrH+RL._SL1500_.jpg', 'https://m.media-amazon.com/images/I/61-Xykj8JXL._SL1500_.jpg'], 'large': ['https://m.media-amazon.com/images/I/31M-iFBnKbL.jpg', 'https://m.media-amazon.com/images/I/51mFGBkcmgL.jpg', 'https://m.media-amazon.com/images/I/51+NE4sgZcL.jpg', 'https://m.media-amazon.com/images/I/41N9ijWfyHL.jpg', 'https://m.media-amazon.com/images/I/51oR8J4M4wL.jpg', 'https://m.media-amazon.com/images/I/5133sUr8+ML.jpg', 'https://m.media-amazon.com/images/I/31M-iFBnKbL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/31M-iFBnKbL._SS40_.jpg', 'https://m.media-amazon.com/images/I/51mFGBkcmgL._SS40_.jpg', 'https://m.media-amazon.com/images/I/51+NE4sgZcL._SS40_.jpg', 'https://m.media-amazon.com/images/I/41N9ijWfyHL._SS40_.jpg', 'https://m.media-amazon.com/images/I/51oR8J4M4wL._SS40_.jpg', 'https://m.media-amazon.com/images/I/5133sUr8+ML._SS40_.jpg', 'https://m.media-amazon.com/images/I/31M-iFBnKbL._SS40_.jpg'], 'variant': ['MAIN', 'PT01', 'PT02', 'PT03', 'PT04', 'PT05', 'PT08']}","{'title': ['Girls False Nails 24 Pcs Press On Fake Nails'], 'url': ['https://www.amazon.com/vdp/46781ea63c6a4630a014af4497b6e55a?ref=dp_vse_rvc_0'], 'user_id': ['']}",VIVID STELLA,[],"{""Size"": ""24 Count (Pack of 1)"", ""Material"": ""Acrylic"", ""Brand"": ""VIVID STELLA"", ""Style"": ""Art Deco"", ""Coverage"": ""Full Well Tips"", ""Package Dimensions"": ""3.7 x 2 x 0.8 inches; 1.59 Ounces"", ""UPC"": ""793740950017"", ""Manufacturer"": ""Zhejiang Newair Art Co.,LTD""}",,,
B07V8GH8D7,It’s NO BETTER than any other cover stick for 1/2 the price. Not impressed. Works so much better than I thought..use for concealer and to blend through center of face for highlighting.,All Beauty,BOBBI BROWN SKIN FOUNDATION STICK .31 OZ / 9 g - COOL NATURAL,3.7,23,[],['Customize your level of coverage or use as a spot concealer on the go—this multitasker does it all.'],24.99,"{'hi_res': [None, None], 'large': ['https://m.media-amazon.com/images/I/21TpWO3gdHL.jpg', 'https://m.media-amazon.com/images/I/21TpWO3gdHL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/21TpWO3gdHL._SS40_.jpg', 'https://m.media-amazon.com/images/I/21TpWO3gdHL._SS40_.jpg'], 'variant': ['MAIN', 'PT01']}","{'title': [], 'url': [], 'user_id': []}",Bobbi Brown,[],"{""Item Form"": ""Stick"", ""Color"": ""Brown"", ""Skin Type"": ""All"", ""Finish Type"": ""Natural"", ""Brand"": ""Bobbi Brown"", ""Package Dimensions"": ""4.17 x 0.94 x 0.87 inches; 0.81 Ounces"", ""UPC"": ""716170226163""}",,,
B07V8LQCZL,"Durable, loved the color, excellent texture and coverage. I am a fan of these product! Is amazing Thought this was a larger size. It’s literally more than half the price on the company site. Total rip off! The color and consistency is perfect but but the wand broke after only a use of a few times. That was very disappointing because now instead of a softhat of a soft tip it's a hard tip that sort of picks up the product. Fix the packaging and it's perfect.",All Beauty,18 COLOURPOP No Filter Matte Concealer 4 g / 0.14 oz (Light 18 (golden warm concealer for light skin tones)),4.3,17,[],"['This lightweight, full coverage concealer is formulated with soft blurring pigments to give a natural matte finish.']",12.99,"{'hi_res': ['https://m.media-amazon.com/images/I/51uKpaBtuML._SL1500_.jpg'], 'large': ['https://m.media-amazon.com/images/I/31zj5-kMcwL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/31zj5-kMcwL._SS40_.jpg'], 'variant': ['MAIN']}","{'title': ['Our Thoughts on the COLOURPOP No Filter Matte Concealer'], 'url': ['https://www.amazon.com/vdp/09a461389fe241d9bdbfaefb1ddeff6e?ref=dp_vse_rvc_0'], 'user_id': ['/shop/influencer-5b7a285b']}",Colourpop,[],"{""Item Form"": ""Cream"", ""Skin Type"": ""Acne Prone"", ""Finish Type"": ""Matte"", ""Package Information"": ""Bottle"", ""Brand"": ""Colourpop"", ""Package Dimensions"": ""4.92 x 1.61 x 1.5 inches; 1.13 Ounces"", ""UPC"": ""192250002528""}",,,
B07VCBDSWX,"The color is perfection and it glides on like a whole dream. It is definitely opaque in 2 coats and comes in a full size bottle at a significantly cheaper price than buying gel polish elsewhere.<br /><br />If you’re like I was and trying to figure out exactly what color it is, let me help you, OPI is kind of the industry standard so I’ll tell you this is a close dupe for “Let’s Be Friends” its a white with a kiss of pink-so gorgeous! Let’s Be Friends and Funny Bunny were my go-to shades but I’d dare to say this replaces them both!<br /><br />Shipping was also really good-it got here the same week I ordered it! Super sheer. Can’t really see the color. I didn't like that the color is not as shown on website.  Also the seller doesn't take responsibility,  or try to make it right. Beautiful polish! Great application. Photo is two coats of the polish alone. I would love to try layering over a pink or white for a different look as well! The bottle is half the size of the normal gelish polish. If I knew that I wouldn’t have spent $11 on this. Loved this gel polish! The perfect non-sheer nude pink. Just what I was searching for. Shipped well, product exactly as stated, beautiful color.",All Beauty,Harmony Gelish - Forever Marilyn Fall 2019 Collection - Pick Any Shade .5oz (1110354 - All American Beauty),4.6,142,[],['Harmony Gelish - Forever Marilyn Fall 2019 Collection - 110354 - All American Beauty'],16.95,"{'hi_res': ['https://m.media-amazon.com/images/I/41NVnmbZqiL._SL1000_.jpg', 'https://m.media-amazon.com/images/I/41O2xCBdOvL._SL1000_.jpg'], 'large': ['https://m.media-amazon.com/images/I/31geAgwlucL.jpg', 'https://m.media-amazon.com/images/I/21-NmM361QL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/31geAgwlucL._SS40_.jpg', 'https://m.media-amazon.com/images/I/21-NmM361QL._SS40_.jpg'], 'variant': ['MAIN', 'PT01']}","{'title': [], 'url': [], 'user_id': []}",Gelish,[],"{""Brand"": ""Gelish"", ""Item Form"": ""Liquid"", ""Finish Type"": ""Sheer"", ""Age Range (Description)"": ""Adult"", ""Liquid Volume"": ""15 Milliliters"", ""Package Dimensions"": ""4.9 x 4.2 x 1.8 inches; 6.38 Ounces"", ""Item model number"": ""1110354"", ""UPC"": ""810003070302""}",,,
B07VMGV3SK,"I like the shampoo and the conditioner it made my hair feel soft and bouncy. This product is nice. I just started using it. I'm trying to see if it makes my hair thicker since it thinned out a lot . Love arrived faster than expected arrival date I love the way my hair feels when using shampoo, conditioner, leave in conditioner and miracle drops. I find my hair doesn’t feel dry like other popular products and I have already started to see growth after only two weeks. This is very good for hair growth see results in 2 weeks I’ve been using kaleidoscope for a while now and at the time I had some hair loss but I started to use the kaleidoscope drops the regular brand because I’ve noticed the extra strength growth drops were too strong all of the products for kaleidoscope are great to shampoo the conditioner it smells really good it’s minty on your scalp, And the next best thing is the conditioner milk with rice water is very nice This was a huge disappointment. The shampoo totally burned my eyes and unclogged my sinuses and my drain. Lol. This stuff smells awful. I had a flashback to wash day as a girl with the sulfur eight hair grease. Not a good memory. This stuff is loaded with chemicals and I will not be repurchasing. The shampoo alone turned me off from trying the serum. No way!!! Love this product, hair so soft and i am seeing progress in the growth of my hair. Wife loves it Will it again. Helped my hair!",All Beauty,Kaleidoscope Therapeutic Shampoo + Conditioner + Leave in 8oz + Drops 2oz,4.5,978,[],"['THERAPEUTIC DETOX SHAMPOO is infused with Rosemary, Ginger and Jojoba Oil thoroughly cleanses hair without stripping. The cool stimulating formula purifies and removes build up while restoring the natural PH balance of the hair and scalp. Therapeutic Nourishing Conditioner is infused with Rosemary, Ginger and Jojoba Oil revitalizes and restores moisture to dry , damaged, lifeless hair. The nutrient rich formula helps instantly smoothe, softens and moisturize for visibly healthy hair and scalp. Kaleidoscope Miracle Drops is the liquid gold of hair products! This hair and scalp oil is filled with essential oils to combat dry scalp, aid in hair growth, and offers a lightweight shine to hair. Kaleidoscope Miracle Drops are infused with cooling peppermint to enhance blood circulation. The tea tree oil helps to cleanse the scalp and combat dryness. Aloe extracts assist with nourishing and moisturizing the hair follicles to prevent breakage and shedding. Miracle Drops are sure to leave your scalp feeling tingly and refreshed. Kaleidoscope Miracle Drops are best when used as a system- accompanying Kaleidoscope Moisture Silk Shampoo and Conditioner or the Kaleidoscope Therapeutic Shampoo and Conditioner. Kaleidoscope Miracle Drops Leave-In is infused with Miracle Drops and the perfect blend of ingredients to help support strong, healthy hair. This Miracle Drops Leave-In is a lightweight, moisture-rich, leave-in...']",55.9,"{'hi_res': ['https://m.media-amazon.com/images/I/61R4sY56pzS._SL1000_.jpg'], 'large': ['https://m.media-amazon.com/images/I/51vhNahZrAS.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/51vhNahZrAS._SS40_.jpg'], 'variant': ['MAIN']}","{'title': ['Kaleidoscope Miracle Drops Conditioner', 'Kaleidoscope hair care', 'Kaleidoscope Moisture Drops Shampoo', 'Kaleidoscope Miracle Drops'], 'url': ['https://www.amazon.com/vdp/0b3c14255aaf4e588f1f3833b48d31b8?ref=dp_vse_rvc_0', 'https://www.amazon.com/vdp/0b92afbeab764c66bed18f759d32d41a?ref=dp_vse_rvc_1', 'https://www.amazon.com/vdp/03f66f05144b422cbfe2d48edc57d614?ref=dp_vse_rvc_2', 'https://www.amazon.com/vdp/02710749a66948e4b0d72d7ab7ae416d?ref=dp_vse_rvc_3'], 'user_id': ['/shop/influencer-dcb4065c', '/shop/influencer-72c51422', '/shop/influencer-dcb4065c', '/shop/influencer-dcb4065c']}",Kaleidoscope,[],"{""Item Form"": ""Liquid"", ""Brand"": ""Kaleidoscope"", ""Hair Type"": ""Curly"", ""Scent"": ""Coconut,Natural"", ""Number of Items"": ""4"", ""Package Dimensions"": ""9.13 x 8.07 x 1.85 inches; 8 Ounces"", ""UPC"": ""074403891138""}",,,
B07W5S82Y5,"I love the product, could not be more satisfied, Thank you Muy buena calidad un rico aroma deja el cabello muy sedoso y con brillo y bastante duradero Good for my hair Me encanto Lo recomiendo Both products smell super good. I leave the mask on overnight and mix it with whatever oil I can find under my bathroom sink. In the morning I wash it off with a little bed of shampoo then put my other two leave-in curl products in my hair then scrunch it with my fingers and my hair looks really good. I must add that  I have thick natural curly hair. Excelente producto. Did not come with comb but the product is good came fast I love it. it's worth it. After first use, you look the results Best stuff on earth",All Beauty,"Salerm HI REPAIR Shampoo & Mask Conditioner DUO SET, High Repair Damaged Hair for Strong, Full Bodied Shine Softness Masque (250 ml (9 oz) + 250 ml (9 oz) - DUO KIT)",4.5,88,"['Rejuvenates and repairs.', 'Ideal for damaged hair.', 'More shine and softness.', 'Immediate effect.']","['Salerm HI REPAIR Shampoo & Mask Conditioner DUO SET, Shampoo based on the technology developed by Salerm Cosmetics: sequential hair care system capable of restoring natural qualities to dehydrated hair, with water deficiencies, with defects in the internal structure of the cortex and lack of nutrients. Reconstructing mask with immediate action based on the technology developed by Salerm Cosmetics: sequential hair care system capable of restoring natural qualities to dehydrated hair, with water deficiencies, with defects in the internal structure of the cortex and lack of nutrients.']",33.72,"{'hi_res': [None, None], 'large': ['https://m.media-amazon.com/images/I/41UlALXMSLL.jpg', 'https://m.media-amazon.com/images/I/41OpRBCYKxL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/41UlALXMSLL._SS40_.jpg', 'https://m.media-amazon.com/images/I/41OpRBCYKxL._SS40_.jpg'], 'variant': ['MAIN', 'PT01']}","{'title': ['Salerm 21 B5 Silk Protein Leave In Conditioner Review'], 'url': ['https://www.amazon.com/vdp/0e4c0e9248724b31ae771d2b48941540?ref=dp_vse_rvc_0'], 'user_id': ['/shop/mercypandal']}",Salerm,[],"{""Product Benefits"": ""Hydrating,Shine,Softness,Moisturizing,Repairing,Rejuvenating"", ""Item Form"": ""Liquid"", ""Brand"": ""Salerm"", ""Hair Type"": ""Damaged"", ""Number of Items"": ""2"", ""Package Dimensions"": ""11.18 x 3.39 x 3.19 inches; 1.32 Pounds"", ""UPC"": ""637488774484""}",,,
